# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 11 13:14:43 2022
#
# User preference: *
#
# CONSTRAINT:  where (st_nrvc <> 0)
# CONSTRAINT:  order by st_rotp desc, st_nrvc asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,cb_flag,rv_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,glat,glon,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,st_nrvc
1821,HD 189733 b,HD 189733,0,2,0,1,Published Confirmed,0,2.21857300,,,0,0.031200,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.92282,60.96214,250.2466863,0.0488035,-0.0488035,19.7638000,0.0128000,-0.0127000,2
1822,HD 189733 b,HD 189733,0,2,0,1,Published Confirmed,0,2.21857567,0.00000015,-0.00000015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.92282,60.96214,250.2466863,0.0488035,-0.0488035,19.7638000,0.0128000,-0.0127000,2
1823,HD 189733 b,HD 189733,0,2,0,1,Published Confirmed,0,2.21857520,0.00000008,-0.00000008,0,,,,,,,,,,,,,,,,,0.84,0.10,-0.11,0,0.020,0.100,-0.100,0,[M/H],,,,,,,,,-3.92282,60.96214,250.2466863,0.0488035,-0.0488035,19.7638000,0.0128000,-0.0127000,2
1824,HD 189733 b,HD 189733,0,2,0,1,Published Confirmed,0,2.21857519,0.00000014,-0.00000014,0,,,,,,,,,,,,,,,,,0.81,0.05,-0.05,0,-0.030,0.080,-0.080,0,[Fe/H],6.800,5.200,-4.400,0,,,,,-3.92282,60.96214,250.2466863,0.0488035,-0.0488035,19.7638000,0.0128000,-0.0127000,2
1825,HD 189733 b,HD 189733,0,2,0,1,Published Confirmed,0,,,,,,,,,369.30300,18.43300,-18.43300,0,,,,,,,,,0.85,0.05,-0.05,0,-0.030,0.080,-0.080,0,[Fe/H],,,,,,,,,-3.92282,60.96214,250.2466863,0.0488035,-0.0488035,19.7638000,0.0128000,-0.0127000,2
1900,HD 2039 b,HD 2039,0,1,0,1,Published Confirmed,0,1120.00000000,23.00000000,-23.00000000,0,2.230000,0.130000,-0.130000,0,,,,,1941.86000,260.61000,-260.61000,0,0.715000,0.046000,-0.046000,0,,,,,,,,,,,,,,,,,,-60.08347,310.40299,79.7853427,0.0418731,-0.0418731,85.6922000,0.2048000,-0.2038000,2
1901,HD 2039 b,HD 2039,0,1,0,1,Published Confirmed,0,1183.00000000,150.00000000,-150.00000000,0,2.200000,0.200000,-0.200000,0,,,,,1557.30000,317.80000,-317.80000,0,0.670000,0.100000,-0.100000,0,0.98,0.05,-0.05,0,,,,,,6.000,4.000,-4.000,0,,,,,-60.08347,310.40299,79.7853427,0.0418731,-0.0418731,85.6922000,0.2048000,-0.2038000,2
1902,HD 2039 b,HD 2039,1,1,0,1,Published Confirmed,0,1120.00000000,23.00000000,-23.00000000,0,2.200000,0.060000,-0.060000,0,,,,,1999.15070,368.68280,-368.68280,0,0.710000,0.050000,-0.050000,0,1.23,0.19,-0.19,0,0.300,,,0,[Fe/H],,,,,,,,,-60.08347,310.40299,79.7853427,0.0418731,-0.0418731,85.6922000,0.2048000,-0.2038000,2
1937,HD 208487 b,HD 208487,0,1,0,1,Published Confirmed,0,129.97000000,0.45000000,-0.41000000,0,0.510000,0.020000,-0.020000,0,,,,,152.55000,19.07000,-19.07000,0,0.220000,0.100000,-0.100000,0,1.05,0.12,-0.12,0,,,,,,,,,,,,,,-52.12760,5.41027,155.9182946,0.0894130,-0.0894130,45.1470000,0.1593000,-0.1582000,2
1938,HD 208487 b,HD 208487,0,1,0,1,Published Confirmed,0,130.00000000,1.00000000,-1.00000000,0,0.490000,0.040000,-0.040000,0,,,,,143.02000,15.89000,-15.89000,0,0.320000,0.100000,-0.100000,0,0.95,0.05,-0.05,0,0.060,0.050,-0.050,0,[Fe/H],8.150,1.850,-1.850,0,,,,,-52.12760,5.41027,155.9182946,0.0894130,-0.0894130,45.1470000,0.1593000,-0.1582000,2
1939,HD 208487 b,HD 208487,1,1,0,1,Published Confirmed,0,130.08000000,0.51000000,-0.51000000,0,0.524000,0.030000,-0.030000,0,,,,,165.26500,26.06100,-26.06100,0,0.240000,0.160000,-0.160000,0,1.13,,,0,0.022,,,0,[Fe/H],,,,,,,,,-52.12760,5.41027,155.9182946,0.0894130,-0.0894130,45.1470000,0.1593000,-0.1582000,2
1980,HD 213240 b,HD 213240,0,2,0,1,Published Confirmed,0,951.00000000,42.00000000,-42.00000000,0,2.030000,,,0,,,,,1430.23500,,,0,0.450000,0.040000,-0.040000,0,1.22,0.01,-0.01,0,0.160,,,0,[Fe/H],4.600,0.200,-0.200,0,,,,,-55.07162,343.71918,236.8762676,0.0503194,-0.0503194,40.8707000,0.0626000,-0.0625000,2
1981,HD 213240 b,HD 213240,1,2,0,1,Published Confirmed,0,882.70001000,7.60000000,-7.60000000,0,1.890000,0.030000,-0.030000,0,,,,,1773.49140,98.52730,-98.52730,0,0.420000,0.010000,-0.010000,0,1.57,0.12,-0.12,0,0.150,,,0,[Fe/H],,,,,,,,,-55.07162,343.71918,236.8762676,0.0503194,-0.0503194,40.8707000,0.0626000,-0.0625000,2
1996,HD 216435 b,HD 216435,0,1,0,1,Published Confirmed,0,1391.00000000,300.00000000,-300.00000000,0,2.500000,0.600000,-0.600000,0,,,,,400.45000,57.21000,-57.21000,0,0.140000,0.140000,-0.140000,0,1.25,0.10,-0.10,0,0.150,0.040,-0.040,0,[Fe/H],3.000,,,-1,,,,,-58.71051,341.69196,232.5632730,0.0721711,-0.0721711,32.9834000,0.0848000,-0.0843000,2
1997,HD 216435 b,HD 216435,1,1,0,1,Published Confirmed,0,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,,,,,400.40000,41.30000,-41.30000,0,0.070000,0.078000,-0.078000,0,1.30,,,0,0.244,,,0,[Fe/H],3.000,,,-1,,,,,-58.71051,341.69196,232.5632730,0.0721711,-0.0721711,32.9834000,0.0848000,-0.0843000,2
2077,HD 222582 b,HD 222582,0,2,0,1,Published Confirmed,0,572.53700000,0.05000000,-0.04900000,0,1.335000,0.020000,-0.020000,0,,,,,2504.48785,76.27882,-76.27882,0,0.761500,0.003500,-0.003400,0,0.97,0.04,-0.04,0,0.017,0.061,-0.061,0,[Fe/H],,,,,,,,,-63.15191,81.75683,183.1072102,0.0861570,-0.0861570,42.1586000,0.1088000,-0.1083000,2
2078,HD 222582 b,HD 222582,0,2,0,1,Published Confirmed,0,575.90000000,3.60000000,-3.60000000,0,1.350000,,,0,,,,,1681.25000,,,0,0.710000,0.050000,-0.050000,0,1.00,,,0,-0.010,,,0,[Fe/H],,,,,,,,,-63.15191,81.75683,183.1072102,0.0861570,-0.0861570,42.1586000,0.1088000,-0.1083000,2
2079,HD 222582 b,HD 222582,1,2,0,1,Published Confirmed,0,572.38000000,0.61000000,-0.61000000,0,1.340000,0.020000,-0.020000,0,,,,,2660.23710,127.13200,-127.13200,0,0.730000,0.010000,-0.010000,0,1.12,0.06,-0.06,0,0.010,,,0,[Fe/H],,,,,,,,,-63.15191,81.75683,183.1072102,0.0861570,-0.0861570,42.1586000,0.1088000,-0.1083000,2
2080,HD 222582 b,HD 222582,0,2,0,1,Published Confirmed,0,572.38000000,0.61000000,-0.61000000,0,1.347000,0.078000,-0.078000,0,,,,,2463.10000,206.60000,-206.60000,0,0.725000,0.012000,-0.012000,0,0.99,,,0,-0.029,,,0,[Fe/H],,,,,,,,,-63.15191,81.75683,183.1072102,0.0861570,-0.0861570,42.1586000,0.1088000,-0.1083000,2
2087,HD 23079 b,HD 23079,0,1,0,1,Published Confirmed,0,626.00000000,24.00000000,-24.00000000,0,1.500000,0.200000,-0.200000,0,,,,,794.50000,95.30000,-95.30000,0,0.020000,0.120000,-0.120000,0,1.10,0.15,-0.15,0,0.000,,,0,[Fe/H],,,,,,,,,-49.65310,264.32032,213.7394128,0.0601784,-0.0601784,33.4591000,0.0349000,-0.0348000,2
2088,HD 23079 b,HD 23079,0,1,0,1,Published Confirmed,0,730.60000000,5.70000000,-5.70000000,0,1.596000,0.093000,-0.093000,0,,,,,778.70000,66.70000,-66.70000,0,0.102000,0.031000,-0.031000,0,1.01,,,0,-0.150,0.030,-0.030,0,[Fe/H],,,,,,,,,-49.65310,264.32032,213.7394128,0.0601784,-0.0601784,33.4591000,0.0349000,-0.0348000,2
2089,HD 23079 b,HD 23079,1,1,0,1,Published Confirmed,0,730.59998000,5.70000000,-5.70000000,0,1.600000,0.030000,-0.030000,0,,,,,829.53630,34.96130,-34.96130,0,0.100000,0.030000,-0.030000,0,1.12,0.06,-0.06,0,-0.130,,,0,[Fe/H],,,,,,,,,-49.65310,264.32032,213.7394128,0.0601784,-0.0601784,33.4591000,0.0349000,-0.0348000,2
2131,HD 27442 b,HD 27442,1,2,0,1,Published Confirmed,0,428.10000000,1.10000000,-1.10000000,0,1.271000,0.073000,-0.073000,0,,,,,495.80000,44.50000,-44.50000,0,0.060000,0.043000,-0.043000,0,1.23,,,0,0.420,0.030,-0.030,0,[Fe/H],,,,,,,,,-42.56321,270.20525,174.6127895,0.2957702,-0.2957702,18.2704000,0.0545000,-0.0545000,2
2132,HD 27442 b,HD 27442,0,2,0,1,Published Confirmed,0,415.20000000,5.00000000,-5.00000000,0,1.160000,0.110000,-0.110000,0,,,,,429.07050,34.96130,-34.96130,0,0.058000,0.050000,-0.050000,0,1.20,0.10,-0.10,0,0.220,,,0,[Fe/H],10.000,,,0,,,,,-42.56321,270.20525,174.6127895,0.2957702,-0.2957702,18.2704000,0.0545000,-0.0545000,2
2161,HD 30177 b,HD 30177,0,1,0,1,Published Confirmed,0,2770.00000000,100.00000000,-100.00000000,0,3.950000,0.260000,-0.260000,0,,,,,3321.20000,279.70000,-279.70000,0,0.193000,0.025000,-0.025000,0,0.98,0.13,-0.10,0,0.370,0.021,-0.021,0,[M/H],,,,,,,,,-39.73385,267.36972,67.2822907,0.0636257,-0.0636257,55.5867000,0.1270000,-0.1264000,2
2162,HD 30177 b,HD 30177,0,1,0,1,Published Confirmed,0,1620.00000000,800.00000000,-800.00000000,0,2.600000,0.900000,-0.900000,0,,,,,2447.29100,476.74500,-476.74500,0,0.220000,0.170000,-0.170000,0,0.95,0.05,-0.05,0,,,,,,14.200,2.800,-2.800,0,,,,,-39.73385,267.36972,67.2822907,0.0636257,-0.0636257,55.5867000,0.1270000,-0.1264000,2
2163,HD 30177 b,HD 30177,0,1,0,1,Published Confirmed,0,2524.40000000,9.80000000,-9.80000000,0,3.580000,0.010000,-0.010000,0,,,,,2568.06640,31.78300,-31.78300,0,0.184000,0.012000,-0.012000,0,0.99,0.03,-0.03,0,0.330,0.050,-0.050,0,[Fe/H],11.600,1.800,-2.200,0,,,,,-39.73385,267.36972,67.2822907,0.0636257,-0.0636257,55.5867000,0.1270000,-0.1264000,2
2165,HD 30177 b,HD 30177,0,1,0,1,Published Confirmed,0,2770.00000000,100.00000000,-100.00000000,0,3.810000,0.130000,-0.130000,0,,,,,3006.67180,266.97720,-266.97720,0,0.190000,0.030000,-0.030000,0,0.93,0.12,-0.12,0,0.370,,,0,[Fe/H],,,,,,,,,-39.73385,267.36972,67.2822907,0.0636257,-0.0636257,55.5867000,0.1270000,-0.1264000,2
2166,HD 30177 c,HD 30177,1,1,0,1,Published Confirmed,0,11613.00000000,1837.00000000,-1837.00000000,0,9.890000,1.040000,-1.040000,0,,,,,2415.50800,985.27300,-985.27300,0,0.220000,0.140000,-0.140000,0,0.99,0.03,-0.03,0,0.330,0.050,-0.050,0,[Fe/H],11.600,1.800,-2.200,0,,,,,-39.73385,267.36972,67.2822907,0.0636257,-0.0636257,55.5867000,0.1270000,-0.1264000,2
2268,HD 38801 b,HD 38801,0,1,0,1,Published Confirmed,0,686.80000000,1.40000000,-1.40000000,0,1.660000,0.110000,-0.110000,0,,,,,3219.61790,73.10090,-73.10090,0,0.059000,0.026000,-0.026000,0,1.29,,,0,,,,,,,,,,,,,,-17.86346,213.26791,95.1686535,0.0706551,-0.0706551,91.4349000,0.3468000,-0.3468000,2
2269,HD 38801 b,HD 38801,0,1,0,1,Published Confirmed,0,696.30000000,2.70000000,-2.70000000,0,1.700000,0.037000,-0.037000,0,,,,,3400.64000,158.90800,-158.90800,0,0.000000,,,0,1.36,0.09,-0.09,0,0.260,0.030,-0.030,0,[Fe/H],4.670,2.560,-2.560,0,,,,,-17.86346,213.26791,95.1686535,0.0706551,-0.0706551,91.4349000,0.3468000,-0.3468000,2
2270,HD 38801 b,HD 38801,0,1,0,1,Published Confirmed,0,687.14000000,0.46000000,-0.46000000,0,1.660000,0.110000,-0.110000,0,,,,,3178.30000,444.96200,-444.96200,0,0.057200,0.006300,-0.006300,0,1.29,0.26,-0.26,0,0.320,,,0,[Fe/H],4.870,0.960,-0.960,0,,,,,-17.86346,213.26791,95.1686535,0.0706551,-0.0706551,91.4349000,0.3468000,-0.3468000,2
2272,HD 38801 b,HD 38801,0,1,0,1,Published Confirmed,0,696.29999000,2.70000000,-2.70000000,0,1.650000,0.030000,-0.030000,0,,,,,3852.09960,251.08570,-251.08570,0,0.000000,,,0,1.64,0.15,-0.15,0,0.190,,,0,[Fe/H],,,,,,,,,-17.86346,213.26791,95.1686535,0.0706551,-0.0706551,91.4349000,0.3468000,-0.3468000,2
2273,HD 39091 b,HD 39091,0,1,0,1,Published Confirmed,0,2091.20000000,2.00000000,-2.00000000,0,3.220000,0.030000,-0.030000,0,,,,,3070.23780,63.56600,-63.56600,0,0.639400,0.002500,-0.002500,0,1.02,0.03,-0.03,0,0.050,0.090,-0.090,0,[Fe/H],5.200,1.100,-1.100,0,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2274,HD 39091 b,HD 39091,0,1,0,1,Published Confirmed,0,2091.00000000,1.90000000,-1.90000000,0,3.308000,0.039000,-0.039000,0,4099.98645,667.43965,-540.30829,0,3165.57093,76.27882,-76.27882,0,0.641000,0.003000,-0.003000,0,1.09,0.04,-0.04,0,0.080,0.030,-0.030,0,[Fe/H],2.980,1.400,-1.300,0,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2275,HD 39091 b,HD 39091,0,1,0,1,Published Confirmed,0,2090.30000000,2.60000000,-2.60000000,0,,,,,4100.00700,731.00900,-603.87700,0,,,,,0.644000,0.003000,-0.003000,0,1.09,0.04,-0.04,0,,,,,,,,,,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2276,HD 39091 b,HD 39091,1,1,0,1,Published Confirmed,0,2093.07000000,1.73000000,-1.73000000,0,3.100000,0.020000,-0.020000,0,,,,,3184.65660,47.67450,-47.67450,0,0.637000,0.002000,-0.002000,0,1.09,0.04,-0.04,0,0.080,0.030,-0.030,0,[Fe/H],2.980,1.400,-1.300,0,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2277,HD 39091 b,HD 39091,0,1,0,1,Published Confirmed,0,2151.00000000,85.00000000,-85.00000000,0,3.380000,0.220000,-0.220000,0,,,,,3264.00000,267.00000,-267.00000,0,0.640500,0.007200,-0.007200,0,1.10,,,0,0.048,0.030,-0.030,0,[Fe/H],,,,,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2278,HD 39091 b,HD 39091,0,1,0,1,Published Confirmed,0,2049.00000000,150.00000000,-150.00000000,0,3.280000,,,0,,,,,3273.64900,,,0,0.610000,0.030000,-0.030000,0,1.10,0.02,-0.02,0,0.090,,,0,[Fe/H],,,,,,,,,-29.77608,292.50808,1094.0304816,0.1355957,-0.1355957,18.2702000,0.0226000,-0.0226000,2
2307,HD 4203 b,HD 4203,1,1,0,1,Published Confirmed,0,431.88000000,0.85000000,-0.85000000,0,1.170000,0.020000,-0.020000,0,,,,,708.76090,66.74430,-66.74430,0,0.520000,0.030000,-0.030000,0,1.25,0.16,-0.16,0,0.400,,,0,[Fe/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2308,HD 4203 b,HD 4203,0,1,0,1,Published Confirmed,0,406.00000000,30.00000000,-30.00000000,0,1.100000,,,0,,,,,508.52800,,,0,0.530000,0.100000,-0.100000,0,1.06,,,0,0.220,,,0,[Fe/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2309,HD 4203 b,HD 4203,0,1,0,1,Published Confirmed,0,437.18000000,0.14000000,-0.16000000,0,1.177000,0.021000,-0.022000,0,,,,,579.08336,24.79062,-24.79062,0,0.513000,0.013000,-0.014000,0,1.14,0.06,-0.06,0,0.380,0.056,-0.056,0,[Fe/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2310,HD 4203 b,HD 4203,0,1,0,1,Published Confirmed,0,437.05000000,0.27000000,-0.27000000,0,1.173500,0.022200,-0.022200,0,,,,,578.43000,15.89000,-15.89000,0,0.520000,0.020000,-0.020000,0,0.99,0.12,-0.13,0,0.340,0.100,-0.100,0,[M/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2311,HD 4203 b,HD 4203,0,1,0,1,Published Confirmed,0,431.88000000,0.85000000,-0.85000000,0,1.164000,0.067000,-0.067000,0,,,,,657.90000,57.20000,-57.20000,0,0.519000,0.027000,-0.027000,0,1.13,,,0,0.453,,,0,[Fe/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2312,HD 4203 c,HD 4203,1,1,0,1,Published Confirmed,0,6700.00000000,4500.00000000,-4500.00000000,0,6.950000,1.930000,-0.560000,0,,,,,689.66000,165.26000,-165.26000,0,0.240000,0.130000,-0.130000,0,0.99,0.12,-0.13,0,0.340,0.100,-0.100,0,[M/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2313,HD 4203 c,HD 4203,0,1,0,1,Published Confirmed,0,7053.00000000,1624.00000000,-2324.00000000,0,,,,,,,,,479.92330,311.47340,-181.16310,0,0.182000,0.124000,-0.172000,0,1.13,0.03,-0.10,0,,,,,,,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2314,HD 4203 c,HD 4203,0,1,0,1,Published Confirmed,0,7400.00000000,8900.00000000,-1100.00000000,0,7.800000,5.400000,-0.780000,0,,,,,851.78013,314.65012,-76.27882,0,0.190000,0.290000,-0.089000,0,1.14,0.06,-0.06,0,0.380,0.056,-0.056,0,[Fe/H],,,,,,,,,-42.39530,120.79104,174.1399947,0.0840546,-0.0840546,81.3795000,0.3608000,-0.3577000,2
2315,HD 4208 b,HD 4208,0,1,0,1,Published Confirmed,0,829.00000000,36.00000000,-36.00000000,0,1.700000,,,0,,,,,254.26400,,,0,0.040000,0.120000,-0.120000,0,0.93,,,0,-0.240,,,0,[Fe/H],,,,,,,,,-88.32478,54.00797,347.3074549,0.0611925,-0.0611925,34.1937000,0.0681000,-0.0678000,2
2316,HD 4208 b,HD 4208,0,1,0,1,Published Confirmed,0,828.00000000,8.10000000,-8.10000000,0,1.650000,0.030000,-0.030000,0,,,,,260.62060,12.71320,-12.71320,0,0.050000,0.040000,-0.040000,0,0.90,0.04,-0.04,0,-0.260,,,0,[Fe/H],,,,,,,,,-88.32478,54.00797,347.3074549,0.0611925,-0.0611925,34.1937000,0.0681000,-0.0678000,2
2318,HD 4208 b,HD 4208,0,1,0,1,Published Confirmed,0,829.50000000,2.00000000,-2.00000000,0,1.634000,0.022000,-0.022000,0,,,,,245.04570,11.44182,-11.44182,0,0.059000,0.044000,-0.038000,0,0.85,0.03,-0.03,0,-0.220,0.060,-0.060,0,[Fe/H],,,,,,,,,-88.32478,54.00797,347.3074549,0.0611925,-0.0611925,34.1937000,0.0681000,-0.0678000,2
2319,HD 4208 b,HD 4208,0,1,0,1,Published Confirmed,0,828.00000000,8.10000000,-8.10000000,0,1.650000,0.096000,-0.096000,0,,,,,255.50000,23.20000,-23.20000,0,0.052000,0.040000,-0.040000,0,0.87,,,0,-0.284,0.030,-0.030,0,[Fe/H],,,,,,,,,-88.32478,54.00797,347.3074549,0.0611925,-0.0611925,34.1937000,0.0681000,-0.0678000,2
2322,HD 4308 b,HD 4308,0,1,0,1,Published Confirmed,0,15.56000000,0.02000000,-0.02000000,0,0.115000,,,0,,,,,14.04750,,,0,0.000000,0.010000,-0.010000,0,0.83,0.01,-0.01,0,-0.310,0.010,-0.010,0,[Fe/H],4.300,,,0,,,,,-51.46078,304.05288,758.1402158,0.0402897,-0.0402897,22.0158000,0.0107000,-0.0107000,2
2323,HD 4308 b,HD 4308,1,1,0,1,Published Confirmed,0,15.56000000,0.02000000,-0.02000000,0,0.120000,0.000000,0.000000,0,,,,,15.89150,0.00000,0.00000,0,0.000000,,,0,0.93,0.10,-0.10,0,-0.350,,,0,[Fe/H],,,,,,,,,-51.46078,304.05288,758.1402158,0.0402897,-0.0402897,22.0158000,0.0107000,-0.0107000,2
2328,HD 43691 b,HD 43691,1,3,0,1,Published Confirmed,0,36.99870000,0.00110000,-0.00110000,0,0.238000,0.015000,-0.015000,0,,,,,810.46650,108.06220,-108.06220,0,0.079600,0.006700,-0.006700,0,1.32,0.25,-0.25,0,0.330,,,0,[Fe/H],2.390,0.370,-0.370,0,,,,,11.93271,172.64968,57.9960814,0.0829637,-0.0829637,85.6009000,0.3684000,-0.3652000,2
2329,HD 43691 b,HD 43691,0,3,0,1,Published Confirmed,0,36.96000000,0.02000000,-0.02000000,0,0.240000,,,0,,,,,791.36000,,,0,0.140000,0.020000,-0.020000,0,1.38,0.05,-0.05,0,0.280,0.050,-0.050,0,[Fe/H],2.800,0.800,-0.800,0,,,,,11.93271,172.64968,57.9960814,0.0829637,-0.0829637,85.6009000,0.3684000,-0.3652000,2
2344,HD 46375 b,HD 46375,0,2,0,1,Published Confirmed,0,3.02400000,0.00050000,-0.00050000,0,0.041000,,,0,,,,,79.10000,10.00000,-10.00000,0,0.040000,0.040000,-0.040000,0,1.00,0.10,-0.10,0,0.340,,,0,[Fe/H],,,,,,,,,-1.54562,205.99222,147.7164267,0.0671296,-0.0671296,29.5529000,0.0383000,-0.0383000,2
2345,HD 46375 b,HD 46375,1,2,0,1,Published Confirmed,0,3.02357300,0.00006500,-0.00006500,0,0.039800,0.002300,-0.002300,0,,,,,71.80000,6.00000,-6.00000,0,0.063000,0.026000,-0.026000,0,0.92,,,0,0.240,,,0,[Fe/H],,,,,,,,,-1.54562,205.99222,147.7164267,0.0671296,-0.0671296,29.5529000,0.0383000,-0.0383000,2
2346,HD 46375 b,HD 46375,0,2,0,1,Published Confirmed,0,3.02349500,1.30000000,-1.30000000,0,0.039980,0.000590,-0.000600,0,,,,,72.01992,2.82867,-2.73332,0,0.063000,0.024000,-0.024000,0,0.93,0.04,-0.04,0,0.271,0.060,-0.060,0,[Fe/H],,,,,,,,,-1.54562,205.99222,147.7164267,0.0671296,-0.0671296,29.5529000,0.0383000,-0.0383000,2
2359,HD 48265 b,HD 48265,0,1,0,1,Published Confirmed,0,762.00000000,50.00000000,-50.00000000,0,1.600000,,,0,,,,,380.00000,,,0,0.240000,0.100000,-0.100000,0,0.93,,,0,0.170,,,0,[Fe/H],,,,,,,,,-21.78048,257.52693,39.7813595,0.0585179,-0.0585179,90.5446000,0.2702000,-0.2687000,2
